Contact ID,Contact Owner,Contact Owner ID,Lead Source,First Name,Last Name,Account Name,Account ID,Vendor Name,Vendor ID,Email,Title,Department,Phone,Home Phone,Other Phone,Fax,Mobile,Date of Birth,Assistant,Asst Phone,Reports To,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Mailing Street,Other Street,Mailing City,Other City,Mailing State,Other State,Mailing Zip,Other Zip,Mailing Country,Other Country,Description,Email Opt Out,Skype ID,Salutation,Secondary Email,Currency,Exchange Rate,Last Activity Time,Twitter,Territories
zcrm_2031220000000500014,Amelia Burrows,zcrm_2031220000000101003,Seminar Partner,Solange,Shinko,Mosocco,zcrm_2031220000000500012,,,solange@shinko.com,Director of Sales,,900-555-0119,,,,865-555-2232,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,11/21/16 1:36,11/21/16 1:36,,,Los Angeles,,CA,,78649-4897,,United States,,,FALSE,,,,USD,1,3/28/17 7:02,,
zcrm_2031220000000553009,Amelia Burrows,zcrm_2031220000000101003,Ebook,Inda,Agarwal,Frost essentials,zcrm_2031220000000103183,,,indra.agarwal2497@gmail.com,Vice President,,900-555-0119,,,,865-555-2233,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,11/30/16 11:37,2/15/17 22:27,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:15,,
zcrm_2031220000000555040,Amelia Burrows,zcrm_2031220000000101003,OnlineStore,John,Hernandez,Johnsons & Co.,zcrm_2031220000000555038,,,hernandezj@johnsco.com,"Corporate VP, Stragety and Technology",,900-555-0119,,,,865-555-2234,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,12/1/16 1:59,2/15/17 22:27,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:15,,
zcrm_2031220000000555068,Amelia Burrows,zcrm_2031220000000101003,Advertisement,Sarah,Marshall,Blinkers Corp.,zcrm_2031220000000555066,,,sarah.marshallblink@gmail.com,Network Administrator,,800-555-0115,,,,865-555-2235,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,12/1/16 2:17,1/10/17 22:41,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:14,,
zcrm_2031220000000564001,Amelia Burrows,zcrm_2031220000000101003,Ebook,Sarah,Marshall,Blinkers Corp.,zcrm_2031220000000555066,,,sarah.marshallblink@gmail.com,VP Sales,,800-555-0112,,,,865-555-2236,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,12/1/16 22:44,12/1/16 22:44,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:13,,
zcrm_2031220000000574177,Amelia Burrows,zcrm_2031220000000101003,Facebook,John,Hernandez,Bear Stearns & Company Incorporated,zcrm_2031220000000574127,,,hernandez.j@gmail.com,Senior IT Manager/CIO,,800-555-0110,,,,865-555-2238,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,12/8/16 1:56,2/15/17 22:27,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:02,,
zcrm_2031220000000591007,Amelia Burrows,zcrm_2031220000000101003,Cold Call,Amy,Gracelin,Grace Associates,zcrm_2031220000000591005,,,amygracelin13@gmail.com,CEO,,800-555-0109,,,,865-555-2239,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,12/11/16 23:02,1/3/17 1:29,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:02,,
zcrm_2031220000000597011,Amelia Burrows,zcrm_2031220000000101003,External Referral,Charles,Stone,Stone Inc.,zcrm_2031220000000597009,,,charles.stone@gmail.com,VP Sales,,800-555-0108,,,,865-555-4451,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,12/13/16 23:04,12/30/16 4:21,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:02,,
zcrm_2031220000000616054,Alicia Banks,zcrm_2031220000000114326,Public Relations,Wilbur,Albares,Rousseaux,zcrm_2031220000000616052,,,calbares@gmail.com,"Corporate VP, Stragety and Technology",,800-555-0107,,,,865-555-4452,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,12/15/16 23:36,2/15/17 22:27,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 7:13,,
zcrm_2031220000000668046,Amelia Burrows,zcrm_2031220000000101003,OnlineStore,John,Hernandez,Bear Stearns & Company Incorporated,zcrm_2031220000000668042,,,john.hernandez@bearstearns.com,CEO,,800-555-0105,,,,865-555-4453,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,1/2/17 5:45,1/2/17 5:45,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 6:58,,America
zcrm_2031220000000691065,Amelia Burrows,zcrm_2031220000000101003,Website,Wilbur,Albares,Rousseaux,zcrm_2031220000000691063,,,,CMO,,800-555-0102,,,,865-555-4454,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,1/11/17 3:08,1/11/17 3:08,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 6:58,,
zcrm_2031220000000794025,Alicia Banks,zcrm_2031220000000114326,Website,Michael,Ruta,Buckley Miller & Wright,zcrm_2031220000000794023,,,gruta@gmail.com,CEO,,800-555-0101,,,,865-555-4455,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,2/22/17 7:11,2/22/17 7:11,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 6:58,,
zcrm_2031220000000829023,Amelia Burrows,zcrm_2031220000000101003,Webinar,Chuck,Stone,Rolling Stone Movers,zcrm_2031220000000829021,,,dylanmahood@gmail.com,Director of Marketing,,900-555-0119,,,,865-555-4456,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,3/14/17 14:12,3/14/17 15:52,,,,,,,,,,,,FALSE,,,,USD,1,3/29/17 8:41,chuckstone77,
zcrm_2031220000000866301,Tai Chang,zcrm_2031220000000114318,Facebook,Kurt,Rocha,Smith & Smith Associates,zcrm_2031220000000866299,,,kurt@sands-associates.com,Director of Sales,,900-555-0120,,,,865-555-4457,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,3/28/17 3:02,3/28/17 3:02,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 3:02,,
zcrm_2031220000000866323,Martha Hills,zcrm_2031220000000114310,Website,Jack,Watson,Nizel Studios,zcrm_2031220000000866321,,,jwatson@gmail.com,CEO,,888-555-5656,,,,865-555-4458,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,3/28/17 3:02,3/28/17 3:02,,,,,California,,,,,,,FALSE,,Mr.,,USD,1,3/28/17 7:12,,
zcrm_2031220000000866345,Martha Hills,zcrm_2031220000000114310,Ebook,Leota,Dilliard,Commercial Press,zcrm_2031220000000866343,,,leota@hotmail.com,Director of Sales,,800-555-0587,,,,865-555-4459,,,,,Amelia Burrows,zcrm_2031220000000101003,Amelia Burrows,zcrm_2031220000000101003,3/28/17 3:02,3/28/17 3:02,,,,,,,,,,,,FALSE,,,,USD,1,3/28/17 6:54,,
